"","County","Waterbody.Name","Station.Name","WBIC","Site.Seq.No","Swims.Station.Id","Fishkill.Inv.Seq.No","Investigation.Start.Date","Season","Season1","Year","Stream.Miles.or.Lake.Acres.Affected","Confidence.Of.Cause.Code","Cause.Category","Cause.Type","Mortality.Code","Detail.Cause.Type","Investigation.Start.Month","Cause.Category.4","Min.Kill.Size","Sunnies","Bluegill","Crappie","Bass","Bullhead","Suckerfish","Trout","Gizzard.Shad","Round.Goby","Cisco","Pike","Snail","Muskies","Walleye","Carp","Sheapshead","Perch","Catfish","Sculpin","Stickleback","Minnow","Bigmouth.Buffalo","Pumpkinseed","Drum","Darter","Dace","Chub","Crayfish","Redhorse","Frogs","Sunfish","Golden.Shiner","Blowfin","Dogfish","Sturgeon","X..Fish.Species.Confirmed","Panfish","Game.Fish"
"1","BARRON","BUTTERNUT LAKE","BUTTERNUT LAKE_GENERAL LAKE STATION",2105800,109402,10000789,431,"05-Jun-2007","Summer","Summer",2007,141,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","UNKNOWN INFECTIOUS AGENT","Jun","INFECTIOUS AGENT","Fair Number","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"2","BARRON","BUTTERNUT LAKE","BUTTERNUT LAKE_GENERAL LAKE STATION",2105800,109402,10000789,1137,"08-May-2008","Summer","Winter",2008,141,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","May","WINTERKILL","Large Number","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN"
"3","BARRON","CRYSTAL LAKE","CRYSTAL LAKE_GENERAL LAKE STATION",2459500,109726,10000794,1398,"20-Mar-2009","Winter","Winter",2009,120,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Mar","WINTERKILL","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"4","BARRON","LAKE CHETEK","CHETEK LAKE CHAIN_GENERAL LAKE STATION",2094000,122181,10014942,458,"04-Jun-2007","Summer","Summer",2007,3492,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN"
"5","BARRON","LAKE CHETEK","CHETEK LAKE CHAIN_GENERAL LAKE STATION",2094000,122181,10014942,1175,"12-Jun-2008","Summer","Summer",2008,3200,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN"
"6","BARRON","LAKE CHETEK","CHETEK LAKE CHAIN_GENERAL LAKE STATION",2094000,122181,10014942,1376,"29-May-2009","Summer","Winter",2009,3700,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","May","INFECTIOUS AGENT","Fair Number","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,"UNKNOWN","UNKNOWN"
"7","BARRON","LAKE CHETEK","CHETEK LAKE CHAIN_GENERAL LAKE STATION",2094000,122181,10014942,1797,"07-Jun-2010","Summer","Summer",2010,770,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","UNKNOWN"
"8","BARRON","LAKE DESAIR","LAKE DESAIR_GENERAL LAKE STATION",2104500,111003,10000787,1399,"26-Mar-2009","Winter","Winter",2009,81,"UNKNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Mar","WINTERKILL","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","1","1","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",3,"1","UNKNOWN"
"9","BARRON","LOWER VERMILLION LAKE","LOWER VERMILLION LAKE_GENERAL LAKE STATION",2098200,111604,10000771,2259,"20-Jun-2011","Summer","Summer",2011,208,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1,"1","UNKNOWN"
"10","BARRON","MOON LAKE","MOON LAKE_GENERAL LAKE STATION",1867600,111904,10000696,1798,"01-Apr-2010","Summer","Winter",2010,84,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Apr","WINTERKILL","Few","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN"
"11","BARRON","PRAIRIE LAKE","PRAIRIE LAKE_GENERAL LAKE STATION",2094100,122916,10000658,1397,"08-Jun-2009","Summer","Summer",2009,1534,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Large Number","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"12","BARRON","RICE LAKE","RICE LAKE_GENERAL LAKE STATION",2103900,122942,10000650,1176,"16-Jun-2008","Summer","Summer",2008,939,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","UNKNOWN"
"13","BARRON","RICE LAKE","RICE LAKE_GENERAL LAKE STATION",2103900,122942,10000650,1461,"22-Jun-2009","Summer","Summer",2009,939,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN"
"14","BARRON","RICE LAKE","RICE LAKE_GENERAL LAKE STATION",2103900,122942,10000650,1725,"01-Jun-2010","Summer","Summer",2010,939,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","UNKNOWN"
"15","BARRON","RICE LAKE","RICE LAKE_GENERAL LAKE STATION",2103900,122942,10000650,2263,"13-Jun-2011","Summer","Summer",2011,939,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"16","BARRON","STAPLES LAKE","STAPLES LAKE_GENERAL LAKE STATION",2631200,113289,10000647,455,"31-May-2007","Summer","Winter",2007,305,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","May","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"17","BARRON","UPPER VERMILLION LAKE","UPPER VERMILLION LAKE_GENERAL LAKE STATION",2098800,121707,10000774,1640,"22-Feb-2010","Winter","Winter",2010,98,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Feb","WINTERKILL","Few","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"18","BAYFIELD","LINE LAKE","LINE LAKE_GENERAL LAKE STATION",2766700,111229,10001608,3287,"08-May-2013","Summer","Winter",2013,10,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","May","WINTERKILL","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"19","BAYFIELD","WHITE RIVER","WHITE RIVER  - WHITE RIVER - INDEX STATION",2892500,127249,10010401,3411,"30-Aug-2013","Summer","Summer",2013,15,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DIRECT TEMPERATURE STRESS","Aug","SUMMERKILL","Fair Number","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"20","BROWN","FOX RIVER","FOX RIVER",117900,104447,104447,722,"14-Jun-2007","Summer","Summer",2007,0.1,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","SELECTIVE","ANTHROPOGENIC CONDITION","Jun","ANTHROPOGENIC CONDITION","Excludable","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"21","BROWN","FOX RIVER","FOX RIVER - BELOW DE PERE DAM AT LOCKS",117900,979,53211,682,"22-Apr-2008","Summer","Winter",2008,1,"UNKNOWN","UNKNOWN","UNKNOWN","SELECTIVE","VHS","Apr","INFECTIOUS AGENT","Excludable","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"22","BROWN","FOX RIVER","FOX RIVER -- FOX POINT LAUNCH",117900,21768,10019188,2479,"17-Oct-2011","Winter","Winter",2011,37,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","TOTAL","DIRECT TEMPERATURE STRESS","Oct","WINTERKILL","Large Number","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"23","BROWN","FOX RIVER","FOX RIVER AT LITTLE RAPIDS, WI",117900,1149,53486,2599,"13-Mar-2012","Winter","Winter",2012,1,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","COMPOUND ENVIRONMENTAL STRESS","Mar","WINTERKILL","Excludable","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"24","BROWN","LAKE MICHIGAN","GREEN BAY - BAYSHORE PARK",20,37057303,10031621,1859,"11-Aug-2010","Summer","Summer",2010,1,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Aug","SUMMERKILL","Fair Number","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"25","BROWN","TWIN HILL CREEK","TWIN HILL CREEK",89600,104440,104440,63,"19-Aug-2005","Summer","Summer",2005,3,"KNOWN","ANTHROPOGENIC","TOXICITY","TOTAL","ANTHROPOGENIC CONDITION","Aug","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"26","BROWN","UNNAMED SINGLE-LINE STREAM T23N-R21E-S15","UNNAMED TRIB 200FT DS OF DORSET DR",5018176,51228391,10034354,2399,"12-Aug-2011","Summer","Summer",2011,2,"UNKNOWN","NOT INVESTIGATED","UNKNOWN","SELECTIVE","ANTHROPOGENIC CONDITION","Aug","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"27","BUFFALO","LITTLE BEAR CREEK","LITTLE BEAR CREEK",2048000,104422,104422,58,"13-Jul-2005","Summer","Summer",2005,4.7,"KNOWN","ANTHROPOGENIC","TOXICITY","SELECTIVE","ANTHROPOGENIC CONDITION","Jul","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"28","BUFFALO","UNNAMED SINGLE-LINE STREAM T23N-R13W-S2","WEISENBECK VALLEY CREEK",2048500,104421,104421,56,"13-Jul-2005","Summer","Summer",2005,0.96,"KNOWN","ANTHROPOGENIC","TOXICITY","TOTAL","ANTHROPOGENIC CONDITION","Jul","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"29","BURNETT","BASS LAKE","BASS LAKE_GENERAL LAKE STATION",2675000,109090,10001940,2060,"07-Jun-2011","Summer","Summer",2011,207,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"30","BURNETT","BIG DOCTOR LAKE","BIG DOCTOR LAKE_GENERAL LAKE STATION",2453400,109131,10001671,443,"31-May-2007","Summer","Winter",2007,212,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","May","INFECTIOUS AGENT","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","UNKNOWN"
"31","BURNETT","BIG DOCTOR LAKE","BIG DOCTOR LAKE_GENERAL LAKE STATION",2453400,109131,10001671,1148,"13-Jun-2008","Summer","Summer",2008,212,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Large Number","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"32","BURNETT","BIG DOCTOR LAKE","BIG DOCTOR LAKE_GENERAL LAKE STATION",2453400,109131,10001671,1394,"02-Jun-2009","Summer","Summer",2009,150,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","1"
"33","BURNETT","DES MOINES LAKE","DES MOINES LAKE_GENERAL LAKE STATION",2674200,109851,10001040,16,"21-Jun-2004","Summer","Summer",2004,229,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"34","BURNETT","DEVILS LAKE","DEVILS LAKE_GENERAL LAKE STATION",2461100,109860,10001693,19,"28-Jun-2004","Summer","Summer",2004,1001,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"35","BURNETT","DEVILS LAKE","DEVILS LAKE_GENERAL LAKE STATION",2461100,109860,10001693,437,"31-May-2007","Summer","Winter",2007,1001,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","May","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN"
"36","BURNETT","DEVILS LAKE","DEVILS LAKE_GENERAL LAKE STATION",2461100,109860,10001693,2161,"14-Jun-2011","Summer","Summer",2011,1001,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Fair Number","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"UNKNOWN","UNKNOWN"
"37","BURNETT","DUNHAM LAKE","DUNHAM LAKE_GENERAL LAKE STATION",2651800,109949,10001899,3079,"20-Aug-2012","Summer","Summer",2012,243,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","DIRECT TEMPERATURE STRESS","Aug","SUMMERKILL","Few","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN"
"38","BURNETT","FISH LAKE","FISH LAKE_GENERAL LAKE STATION",2464500,110163,10001704,439,"24-May-2007","Summer","Winter",2007,356,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","SELECTIVE","UNKNOWN INFECTIOUS AGENT","May","INFECTIOUS AGENT","Few","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","0","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"1","UNKNOWN"
